Date,RELIANCE_sentiment,HDFCBANK_sentiment,INFY_sentiment,MM_sentiment,BHARTIARTL_sentiment,HUL_sentiment
2020-04-08,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-09,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-10,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-13,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-14,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-15,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-16,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-17,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-20,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-21,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-22,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-23,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-24,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-27,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-28,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-29,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-30,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-04,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-05,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-06,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-07,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-08,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-11,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-12,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-13,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-14,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-15,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-18,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-19,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-20,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-21,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-25,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-26,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-27,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-28,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-29,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-02,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-03,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-04,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-05,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-08,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-09,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-10,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-11,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-12,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-15,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-16,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-17,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-18,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-19,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-22,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-23,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-24,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-25,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-26,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-29,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-30,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-02,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-03,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-06,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-07,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-08,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-09,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-10,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-13,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-14,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-15,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-16,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-17,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-20,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-21,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-22,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-23,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-24,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-27,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-28,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-29,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-30,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-31,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-03,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-04,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-05,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-06,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-07,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-10,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-11,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-12,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-13,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-14,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-17,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-18,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-19,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-20,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-21,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-24,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-25,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-26,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-27,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-28,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-31,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-02,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-03,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-04,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-07,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-08,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-09,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-10,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-11,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-14,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-15,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-16,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-17,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-18,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-21,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-22,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-23,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-24,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-25,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-28,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-29,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-30,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-02,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-05,0.255145663022995,0.0,0.0,0.147941788037618,0.0,0.6902370452880859
2020-10-06,0.5273891091346741,0.0,0.4067519009113312,0.3799418608347575,0.0,0.6902370452880859
2020-10-07,0.05896095796064897,0.0,0.4067519009113312,0.45294927888446385,0.0,0.0
2020-10-08,0.5843904316425323,0.0,0.16750488678614298,0.0,0.0,0.22347071766853333
2020-10-09,0.0,0.0,0.1735693097114563,0.0,0.0,0.0
2020-10-12,0.0,0.0,0.1735693097114563,0.0,0.0,0.0
2020-10-13,0.0,0.0,0.1735693097114563,0.0,0.0,0.0
2020-10-14,0.0,0.0,0.4327818751335144,0.8972182273864746,0.0,0.8189389705657959
2020-10-15,-0.8051162660121918,0.0,0.6285622935546072,0.8972182273864746,0.0,-0.6832834482192993
2020-10-16,-0.48411208391189575,0.0,0.2834830582141876,0.8972182273864746,0.0,-0.4023301601409912
2020-10-19,-0.48411208391189575,0.0,0.2834830582141876,0.7430849969387054,0.0,0.0
2020-10-20,-0.48411208391189575,0.0,0.2834830582141876,0.23670814718518937,0.0,0.0
2020-10-21,-0.48411208391189575,0.0,0.2834830582141876,0.23670814718518937,0.0,0.0
2020-10-22,-0.48411208391189575,0.0,0.45793983340263367,0.0,0.0,-0.28140898261751446
2020-10-23,0.5601403951644898,0.0,0.45793983340263367,0.0,0.0,0.0
2020-10-26,0.5601403951644898,0.0,0.45793983340263367,0.0,0.0,0.0
2020-10-27,-0.7847111906324115,0.0,0.45793983340263367,0.0,0.0,0.0
2020-10-28,-0.48124343156814575,0.0,0.45793983340263367,0.0,0.0,0.0
2020-10-29,-0.48124343156814575,0.0,-0.030076781908671062,0.0,0.0,0.0
2020-10-30,-0.48124343156814575,0.0,0.0,0.0,0.0,-0.9500237703323364
2020-11-02,-0.48124343156814575,0.0,0.0,0.0,0.0,-0.9691027104854584
2020-11-03,-0.7743144512176514,0.0,0.8545185724894205,0.9436583518981934,0.0,0.0
2020-11-04,-0.9503949880599976,0.0,0.9265190362930298,0.9436583518981934,0.0,0.5737038850784302
2020-11-05,0.853145182132721,0.0,0.9265190362930298,0.0,0.0,0.0
2020-11-06,0.052393978292291817,0.0,0.4255369305610657,0.0,0.0,0.5205778837203979
2020-11-09,0.5710702389478683,0.0,0.4255369305610657,0.0,0.0,0.5205778837203979
2020-11-10,0.0,0.0,0.6173986196517944,0.0,0.0,0.4650512933731079
2020-11-11,0.9346156120300293,0.0,0.0,-0.4092992345492045,0.0,0.0
2020-11-12,0.9346156120300293,0.0,0.0,0.9265392124652863,0.0,0.8870510260264078
2020-11-13,0.9346156120300293,0.0,0.0,0.9265392124652863,0.0,0.6101821810007095
2020-11-16,0.9346156120300293,0.0,0.0,0.9265392124652863,0.0,0.7811235785484314
2020-11-17,0.9346156120300293,0.0,0.0,0.9265392124652863,0.0,0.7811235785484314
2020-11-18,0.9346156120300293,0.0,0.602790892124176,0.0,0.0,0.8030275106430054
2020-11-19,0.9346156120300293,0.0,0.0,0.7598047767366681,0.0,0.2532031163573265
2020-11-20,0.42858409881591797,0.0,0.0,0.7012113332748413,0.0,0.9405047297477722
2020-11-23,-0.3119857907295227,0.0,0.4621086120605469,0.44591304659843445,0.0,0.0
2020-11-24,0.6971669614315033,0.0,0.4587245583534241,0.44591304659843445,0.0,-0.9446035027503967
2020-11-25,-0.4663964807987213,0.0,0.0,0.2906559586524963,0.0,0.7359351754188538
2020-11-26,-0.4663964807987213,0.0,0.0,0.8030214011669159,0.0,0.0
2020-11-27,0.0,0.0,0.0,0.18285921216011047,0.0,0.0
2020-11-30,0.0,0.0,0.0,0.0,0.0,0.9169663190841675
2020-12-01,0.0,0.0,0.0,0.9335953593254089,0.0,0.9169663190841675
2020-12-02,0.0,0.0,0.0,0.5542503967881203,0.0,0.0
2020-12-03,0.0,0.0,0.2374259303597843,0.31565022468566895,0.0,0.6012591123580933
2020-12-04,0.34862755645405163,0.0,0.3969931125640869,0.0,0.0,-0.17296338081359863
2020-12-07,0.34862755645405163,0.0,0.3969931125640869,0.0,0.0,-0.029472827911376953
2020-12-08,0.0,0.0,0.3969931125640869,0.6931353807449341,0.0,0.7308573637689862
2020-12-09,0.6168262192181179,0.0,0.3969931125640869,0.41316354274749756,0.0,0.23013168573379517
2020-12-10,0.5785946726799012,0.0,0.0,0.2988876551389694,0.0,0.23013168573379517
2020-12-11,0.0,0.0,0.4197554389635722,-0.4238817095756531,0.0,0.42561898827552797
2020-12-14,0.0,0.0,0.391903281211853,0.0,0.0,0.0
2020-12-15,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-16,0.8008991479873657,0.0,0.14561991393566132,0.44481539267760056,0.0,-0.5652155429124832
2020-12-17,-0.08654576539993286,0.0,0.1534471341541835,0.39946043491363525,0.0,0.8784142136573792
2020-12-18,-0.08654576539993286,0.0,0.0,0.0,0.0,0.09342002868652344
2020-12-21,0.13235369324684143,0.0,-0.2298661172389984,0.0,0.0,-0.924490213394165
2020-12-22,0.0749843886920384,0.0,-0.2298661172389984,-0.27353244102918184,0.0,0.6100125114123026
2020-12-23,0.0,0.0,0.5796386344092233,-0.70476895570755,0.0,0.0
2020-12-24,0.4268074333667755,0.0,0.8158886730670929,0.260611823626927,0.0,0.872790589928627
2020-12-25,0.4262032061815262,0.0,0.8046759366989136,0.6104553937911987,0.0,0.7739420533180237
2020-12-28,0.4262032061815262,0.0,0.8046759366989136,0.0,0.0,0.0
2020-12-29,0.3555852704577976,0.0,0.8046759366989136,0.0,0.0,0.4961243085563183
2020-12-30,0.3555852704577976,0.0,0.8046759366989136,0.0,0.0,0.946870744228363
2020-12-31,0.2570028305053711,0.0,0.8046759366989136,0.7264155745506287,0.0,0.0
2021-01-01,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-01-04,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-01-05,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-01-06,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-01-07,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-01-08,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-01-11,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-01-12,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-01-13,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-01-14,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-01-15,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-01-18,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-01-19,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-01-20,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-01-21,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-01-22,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-01-25,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-01-26,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-01-27,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-01-28,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-01-29,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-02-01,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-02-02,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-02-03,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-02-04,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-02-05,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-02-08,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-02-09,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-02-10,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-02-11,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-02-12,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-02-15,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-02-16,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-02-17,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-02-18,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-02-19,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-02-22,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-02-23,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-02-24,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-02-25,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-02-26,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-03-01,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-03-02,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-03-03,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-03-04,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-03-05,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-03-08,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-03-09,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-03-10,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-03-11,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-03-12,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-03-15,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-03-16,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-03-17,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-03-18,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-03-19,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-03-22,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-03-23,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-03-24,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-03-25,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-03-26,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-03-29,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-03-30,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-03-31,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-04-01,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-04-02,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-04-05,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-04-06,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-04-07,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-04-08,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-04-09,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-04-12,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-04-13,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-04-14,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-04-15,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-04-16,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-04-19,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-04-20,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-04-21,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-04-22,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-04-23,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-04-26,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-04-27,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-04-28,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-04-29,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-04-30,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-05-03,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-05-04,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-05-05,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-05-06,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-05-07,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
2021-05-10,-0.08631530404090881,0.0,0.8046759366989136,-0.9657997488975525,0.0,0.08575797080993652
